,Unnamed: 0,year,position,artist,song,lyrics
125,126,2015,26,Calvin Harris & Disciples,How Deep Is Your Love?,"['Calvin Harris & Disciples', 'How Deep Is Your Love?', '\nI want you to breathe me\nLet me be your air\nLet me roam your body freely\nNo inhibition, no fear\n\n\nHow deep is your love?\nIs it like the ocean?\nWhat devotion are you?\nHow deep is your love?\nIs it like nirvana?\nHit me harder again\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\n(How deep is your love?)\nHow deep is your love?\nHow deep is your love?\nIs it like the ocean?\nPull me closer again\nHow deep is your love?\nHow deep is your love?\n\n\nOpen up my eyes and\nTell me who I am\nLet me in on all your secrets\nNo inhibition, no sin\n\n\nHow deep is your love?\nIs it like the ocean?\nWhat devotion are you?\nHow deep is your love?\nIs it like nirvana?\nHit me harder again\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\n(How deep is your love?)\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\nIs it like the ocean?\nPull me closer again\nHow deep is your love?\nHow deep is your love?\nHow deep is your love?\n\n\nSo tell me, how deep is your love? Can it go deeper?\nSo tell me, how deep is your love? Can it go deep?\nSo tell me, how deep is your love? Can it go deeper?\nSo tell me, how deep is your love? Can it go deep?\n(How deep is your love?)\nSo tell me, how deep is your love? Can it go deeper?\nSo tell me, how deep is your love? Can it go deep?\n(How deep is your love?)\nSo tell me, how deep is your love? Can it go deeper?\n(Pull me closer, again)\nSo tell me, how deep is your love?\n(How deep is your love?\nHow deep is your love?\nHow deep is your love?)\n\n\nSo tell me, how deep is your love? Can it go deeper?\nSo tell me, how deep is your love? Can it go deep?\n(How deep is your love?)\nSo tell me, how deep is your love? Can it go deeper?\nSo tell me, how deep is your love? Can it go deep?\n\n']"
126,127,2015,27,Sia,Elastic Heart,"['Sia', 'Elastic Heart', ""\nAnd another one bites the dust\nOh, why can I not conquer love?\nAnd I might have thought that we were one\nWanted to fight this war without weapons\nAnd I wanted it, I wanted it bad\nBut there were so many red flags\nNow another one bites the dust\nYeah, let's be clear, I'll trust no one\n\n\nYou did not break me\nI'm still fighting for peace\n\n\nI've got thick skin and an elastic heart\nBut your blade, it might be too sharp\nI'm like a rubber band until you pull too hard\nYeah, I may snap and I move fast\nBut you won't see me fall apart\n'Cause I've got an elastic heart\n\n\nI've got an elastic heart\nYeah, I've got an elastic heart\n\n\nAnd I will stay up through the night\nYeah, let's be clear, won't close my eyes\nAnd I know that I can survive\nI'll walk through fire to save my life\nAnd I want it, I want my life so bad\nI'm doin' everythin' I can\nAnd another one bites the dust\nIt's hard to lose a chosen one\n\n\nYou did not break me\nI'm still fighting for peace\n\n\nI've got thick skin and an elastic heart\nBut your blade, it might be too sharp\nI'm like a rubber band until you pull too hard\nYeah, I may snap and I move fast\nBut you won't see me fall apart\n'Cause I've got an elastic heart\n\n\nOh, oh oh oh oh oh, oh oh oh oh\nOh oh, oh oh\nOh, oh oh oh oh oh, oh oh oh oh\nOh oh, oh oh\n\n\nI've got thick skin and an elastic heart\nBut your blade, it might be too sharp\nI'm like a rubber band until you pull too hard\nYeah, I may snap and I move fast\nBut you won't see me fall apart\n'Cause I've got an elastic heart\nI've got thick skin and an elastic heart\nBut your blade, it might be too sharp\nI'm like a rubber band until you pull too hard\nYeah, I may snap and I move fast\nBut you won't see me fall apart\n'Cause I've got an elastic heart\nI've got an elastic heart""]"
127,128,2015,28,Taylor Swift & Kendrick Lamar,Bad Blood,"['Taylor Swift & Kendrick Lamar', 'Bad Blood', ""\n’Cause baby, now we've got bad blood\nYou know it used to be mad love\nSo take a look what you've done\n’Cause baby, now we've got bad blood, hey!\nNow we've got problems\nAnd I don't think we can solve 'em\nYou made a really deep cut\nAnd baby, now we've got bad blood, hey!\n\n\nDid you have to do this?\nI was thinking that you could be trusted\nDid you have to ruin what was shiny?\nNow it's all rusted\nDid you have to hit me where I'm weak?\nBaby, I couldn't breathe\nAnd rub it in so deep\nSalt in the wound like you're laughing right at me\n\n\nOh, it's so sad to\nThink about the good times\nYou and I\n\n\n’Cause baby, now we've got bad blood\nYou know it used to be mad love\nSo take a look what you've done\n’Cause baby, now we've got bad blood, hey!\nNow we've got problems\nAnd I don't think we can solve 'em\nYou made a really deep cut\nAnd baby, now we've got bad blood, hey!\n\n\nDid you think we'd be fine?\nStill got scars in my back from your knives\nSo don't think it's in the past\nThese kinds of wounds they last and they last\nNow, did you think it all through?\nAll these things will catch up to you\nAnd time can heal, but this won't\nSo if you're coming my way\nJust don't\n\n\nOh, it's so sad to\nThink about the good times\nYou and I\n\n\n’Cause baby, now we've got bad blood\nYou know it used to be mad love\nSo take a look what you've done\n’Cause baby, now we've got bad blood, hey!\nNow we've got problems\nAnd I don't think we can solve 'em\nYou made a really deep cut\nAnd baby, now we've got bad blood, hey!\n\n\nBand-aids don't fix bullet holes\nYou say sorry just for show\nIf you live like that, you live with ghosts\nBand-aids don't fix bullet holes\nYou say sorry just for show\nIf you live like that, you live with ghosts\nIf you love like that, blood runs cold!\n\n\n’Cause baby, now we've got bad blood\nYou know it used to be mad love\nSo take a look what you've done\n’Cause baby, now we've got bad blood, hey!\nNow we've got problems\nAnd I don't think we can solve 'em (Think we can solve 'em)\nYou made a really deep cut\nAnd baby, now we've got bad blood, hey!\n\n\n’Cause baby, now we've got bad blood\nYou know it used to be mad love\nSo take a look what you've done (Look what you've done)\n’Cause baby, now we've got bad blood, hey!\nNow we've got problems\nAnd I don't think we can solve 'em\nYou made a really deep cut\nAnd baby, now we've got bad blood, hey!""]"
128,129,2015,29,Lost Frequencies,Are You With Me,"['Lost Frequencies', 'Are You With Me', ""\nI wanna dance by water 'neath the Mexican sky\nDrink some Margaritas by a string of blue lights\nListen to the Mariachi play at midnight\nAre you with me, are you with me?\nI wanna dance by water 'neath the Mexican sky\nDrink some Margaritas by a string of blue lights\nListen to the Mariachi play at midnight\nAre you with me, are you with me?\n\n\nAre you with me?\nAre you with me?\n\n\nDrink some Margaritas by a string of blue lights\nListen to the Mariachi play at midnight\nAre you with me, are you with me?\n\n\nI wanna dance by water 'neath the Mexican sky\nDrink some Margaritas by a string of blue lights\nListen to the Mariachi play at midnight\nAre you with me?, are you with me?\n\nAre you with me?\n\nI wanna dance by water 'neath the Mexican sky\nDrink some Margaritas by a string of blue lights\nListen to the Mariachi play at midnight\nAre you with me, are you with me?\nAre you with me?""]"
129,130,2015,30,Selena Gomez & ASAP Rocky,Good For You,"['Selena Gomez & ASAP Rocky', 'Good For You', ""\n\n\n\nI'm on my 14 carats\nI'm 14 carat\nDoing it up like Midas\nNow you say I got a touch\nSo good, so good\nMake you never wanna leave\nSo don't, so don't\n\n\nGonna wear that dress you like, skin-tight\nDo my hair up real, real nice\nAnd syncopate my skin to your heart beating\n\n\nCause I just wanna look good for you, good for you\nI just wanna look good for you, good for you\nLet me show you how proud I am to be yours\nLeave this dress a mess on the floor\nAnd still look good for you, good for you\n\n\nI'm on my marquise diamonds\nI'm a marquise diamond\nCould even make that Tiffany jealous\nYou say I give it to you hard\nSo bad, so bad\nMake you never wanna leave\nI won't, I won't\n\n\nGonna wear that dress you like, skin-tight\nDo my hair up real, real nice\nAnd syncopate my skin to how you're breathing\n\n\nCause I just wanna look good for you, good for you\nI just wanna look good for you, good for you\nLet me show you how proud I am to be yours\nLeave this dress a mess on the floor\nAnd still look good for you, good for you\n\n\nTrust me, I can take you there\nTrust me, I can take you there\nTrust me, I, trust me, I, trust me, I\n\n\nHold on, take a minute, love\nCause I ain't trying to fuck your image up\nLike we mess around in triple cuffs\nStumble 'round town, pull your zipper up\nPants sag like I don't give a\nI ain't trying to fuck your business up\nAnd I ain't trying to get you into stuff\nBut the way you touchin' on me in the club\nRubbin' on my miniature\nJohn Hancock, fuck the signature\nAny time I hit it, know she finna fall through\nAnd every time we get up, always end up on the news\nAin't worried bout no press and ain't worried bout the next bitch\nThey love the way you dress and ain't got shit up on you\nJackpot, hit the jackpot\nJust met a bad bitch without the ass shots\nYou look good, girl, you know you did good, don't you?\nYou look good, girl, bet it feel good, don't it?\n\n\nCause I just wanna look good for you, good for you\nBaby, let me be good to you, good to you\nLet me show you how proud I am to be yours\nLeave this dress a mess on the floor\nAnd still look good for you, good for you\n\n\nTrust me, I, trust me, I, trust me, I""]"
130,131,2015,31,Rachel Platten,The Fight Song,"['Rachel Platten', 'The Fight Song', ""15 May 2015, Las Vegas\n\nEd Sheeran - Tenerife Sea\n\n30 May 2015, Detroit\n\nImagine Dragons - Radioactive\n\n\nMartha Hunt and Gigi Hadid\n\n6 June 2015, Pittsburgh\n\nLittle Big Town - Pontoon\n\n12 June 2015, Philadelphia\n\nEchosmith - Cool Kids\n\n\nMariska Hargitay and Cara Delevingne\n\n13 June 2015, Philadelphia\nRachel Platten - Fight Song\n\nMariska Hargitay\n\n27 June 2015, London (Hyde Park)\nMartha Hunt, Kendall Jenner, Serena Williams, Karlie Kloss, Gigi Hadid and Cara Delevingne\n\n10 July 2015, East Rutherford\nThe Weeknd - Can't Feel My Face\n\n\nHeidi Klum and the United States women's national soccer team\n\n\nHailee Steinfeld, Lily Aldridge, Gigi Hadid and Lena Dunham\n\n11 July 2015, East Rutherford\nNick Jonas - Jealous\n\n\nCandice Swanepoel, Lily Aldridge, Martha Hunt, Uzo Aduba, Karlie Kloss, Behati Prinsloo and Gigi Hadid\n\n13 July 2015, Washington D.C.\nLorde - Royals\n\n14 July 2015, Washington D.C.\nJason Derulo - Want To Want Me\n\n18 July 2015, Chicago\nAndy Grammer - Honey, I'm Good\n\n\nSerayah - Style\n\n19 July 2015, Chicago\nSam Hunt - Take Your Time\n\n\nAndreja Pejic and Lily Donaldson\n\n24 July 2015, Foxborough\n\nWalk The Moon - Shut Up and Dance\n\n25 July 2015, Foxborough\nMKTO - Classic\n\n1 August 2015, Vancouver\n\nNico & Vinz - Am I Wrong\n\n8 August 2015, Seattle\n\nFetty Wap - Trap Queen\n\n\nRussell Wilson and Ciara\n\n14 August 2015, Santa Clara\nFifth Harmony - Worth It\n\n15 August 2015, Santa Clara\nLittle Mix - Black Magic\n\n\nJulia Roberts and Joan Baez\n\n21 August 2015, Los Angeles\n\nRyan Tedder of OneRepublic - Counting Stars\n\n\nKobe Bryant presenting Swift with a banner hung on the Staples Center rafters in honor of Swift's 16 sold out shows, the most of any recording artist at the arena\n\n22 August 2015, Los Angeles\n\nMary J. Blige - Doubt and Family Affair\n\n\nUzo Aduba - White Horse\n\n\nMatt LeBlanc, Chris Rock and Sean O'Pry\n\n24 August 2015, Los Angeles\n\nNatalie Maines - Goodbye Earl\n\n\nEllen DeGeneres\n\n\nAlanis Morrisette - You Oughta Know\n\n25 August 2015, Los Angeles\n\nBeck and St. Vincent - Dreams\n\n\nJohn Legend - All Of Me\n\n26 August 2015, Los Angeles\n\nSelena Gomez - Good For You\n\n\nLisa Kudrow - Smelly Cat\n\n\nJustin Timberlake - Mirrors\n\n29 August 2015, San Diego\n\nOMI - Cheerleader\n\n\nAvril Lavigne - Complicated\n\n9 September 2015, Houston\nWiz Khalifa - See You Again\n\n16 September 2015, Indianapolis\nThe Band Perry - If I Die Young\n\n18 September 2015, Columbus\nSydney Sierota from Echosmith - Cool Kids\n\n21 September 2015, Kansas City\n\nDierks Bentley - Every Mile A Memory\n\n25 September 2015, Nashville\n\nKelsea Ballerini - Love Me Like You Mean It\n\n\nSteven Tyler from Aerosmith - I Don't Want To Miss A Thing\n\n\nAlison Krauss - When You Say Nothing At All\n\n26 September 2015, Nashville\n\nLeona Lewis - Bleeding Love\n\n\nMick Jagger from The Rolling Stones - (I Can't Get No) Satisfaction\n\n29 September 2015, St. Louis\n\nNelly - The Fix and Hot In Herre (ft. Haim)\n\n2 October 2015, Toronto\n\nKeith Urban - John Cougar, John Deere, John 3:16 and Somebody Like You\n\n3 October 2015, Toronto\n\nCharli XCX - Boom Clap\n\n17 October 2015, Arlington\n\nEllie Goulding - Love Me Like You Do\n\n21 October 2015, Greensboro\n\n\nMiranda Lambert - Little Red Wagon\n\n24 October 2015, Atlanta\n\n\nTove Lo - Talking Body\n\n27 October 2015, Miami\n\n\nPitbull - Give Me Everything\n\n\n\nRicky Martin - Livin' La Vida Loca\n\n31 October 2015, Tampa\n\n\nAlessia Cara - Here\n\n\n\nIdina Menzel - Let It Go""]"
131,132,2015,32,Drake,Hotline Bling,"['Drake', 'Hotline Bling', ""\nYou used to call me on my\nYou used to, you used to\nYeah\n\n\nYou used to call me on my cell phone\nLate night when you need my love\nCall me on my cell phone\nLate night when you need my love\nAnd I know when that hotline bling\nThat can only mean one thing\nI know when that hotline bling\nThat can only mean one thing\n\n\nEver since I left the city, you\nGot a reputation for yourself now\nEverybody knows and I feel left out\nGirl, you got me down, you got me stressed out\n‘Cause ever since I left the city, you\nStarted wearing less and goin' out more\nGlasses of champagne out on the dance floor\nHangin' with some girls I've never seen before\n\n\nYou used to call me on my cell phone\nLate night when you need my love\nCall me on my cell phone\nLate night when you need my love\nI know when that hotline bling\nThat can only mean one thing\nI know when that hotline bling\nThat can only mean one thing\n\n\nEver since I left the city, you, you, you\nYou and me, we just don't get along\nYou make me feel like I did you wrong\nGoing places where you don't belong\nEver since I left the city, you\nYou got exactly what you asked for\nRunning out of pages in your passport\nHangin' with some girls I've never seen before\n\n\nYou used to call me on my cell phone\nLate night when you need my love\nCall me on my cell phone\nLate night when you need my love\nAnd I know when that hotline bling\nThat can only mean one thing\nI know when that hotline bling\nThat can only mean one thing\n\n\nThese days, all I do is\nWonder if you're bendin' over backwards for someone else\nWonder if you're rolling up a Backwoods for someone else\nDoing things I taught you, gettin' nasty for someone else\nYou don't need no one else\nYou don't need nobody else, no\nWhy you never alone?\nWhy you always touching road?\nUsed to always stay at home\nBe a good girl, you was in the zone\nYeah, you should just be yourself\nRight now, you're someone else\n\n\nYou used to call me on my cell phone\nLate night when you need my love\nCall me on my cell phone\nLate night when you need my love\nAnd I know when that hotline bling\nThat can only mean one thing\nI know when that hotline bling\nThat can only mean one thing\n\n\nEver since I left the city…\n\n""]"
132,133,2015,33,Sam Smith,I'm Not The Only One,"['Sam Smith', ""I'm Not The Only One"", ""\n\n\nYou and me, we made a vow\nFor better or for worse\nI can't believe you let me down\nBut the proof's in the way it hurts\nFor months on end I've had my doubts\nDenying every tear\nI wish this would be over now\nBut I know that I still need you here\n\n\nYou say I'm crazy\n'Cause you don't think I know what you've done\nBut when you call me baby\nI know I'm not the only one\n\n\nYou've been so unavailable\nNow, sadly, I know why\nYour heart is unobtainable\nEven though Lord knows you kept mine\n\n\nYou say I'm crazy\n'Cause you don't think I know what you've done\nBut when you call me baby\nI know I'm not the only one\n\n\nI have loved you for many years\nMaybe I am just not enough\nYou've made me realise my deepest fear\nBy lying and tearing us up\n\n\nYou say I'm crazy\n'Cause you don't think I know what you've done\nBut when you call me baby\nI know I'm not the only one\n\nYou say I'm crazy\n'Cause you don't think I know what you've done\nBut when you call me baby\nI know I'm not the only one\n\n\nI know I'm not the only one\nI know I'm not the only one\nAnd I know, and I know, and I know, and I know, and I know, and I know, know\nI know I'm not the only one""]"
133,134,2015,34,Meghan Trainor,All About That Bass,"['Meghan Trainor', 'All About That Bass', ""\nBecause you know I'm all about that bass\n'Bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass\n\n\nYeah, it's pretty clear, I ain't no size two\nBut I can shake it, shake it, like I'm supposed to do\n'Cause I got that boom boom that all the boys chase\nAnd all the right junk in all the right places\nI see the magazines working that Photoshop\nWe know that shit ain't real, come on now, make it stop\nIf you got beauty beauty just raise 'em up\n'Cause every inch of you is perfect from the bottom to the top\n\n\nYeah, my momma she told me don't worry about your size\nShe says, boys like a little more booty to hold at night\n(That booty, booty, uh, that booty booty)\nYou know I won't be no stick-figure, silicone Barbie doll\nSo, if that's what's you're into then go ahead and move along\n\n\nBecause you know I'm all about that bass\n'Bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass\n\n\nHey, I'm bringing booty back\nGo ahead and tell them skinny bitches that\nNo, I'm just playing I know you think you're fat\nBut I'm here to tell you\nEvery inch of you is perfect from the bottom to the top\n\n\nYeah, my momma she told me don't worry about your size\nShe says, boys like a little more booty to hold at night\n(That booty, booty, uh, that booty booty)\nYou know I won't be no stick-figure, silicone Barbie doll\nSo, if that's what's you're into then go ahead and move along\n\n\nBecause you know I'm all about that bass\n'Bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass\nBecause you know I'm all about that bass\n'Bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass\nBecause you know I'm all about that bass\n'Bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass, no treble\nI'm all 'bout that bass, 'bout that bass\n\n""]"
134,135,2015,35,Meghan Trainor,Lips Are Movin,"['Meghan Trainor', 'Lips Are Movin', ""\nIf your lips are movin, If your lips are movin\nIf your lips are movin, then you’re lyin’, lyin’, lyin’, baby\nIf your lips are movin, If your lips are movin\nIf your lips are movin, I said you’re lyin’, lyin’, lyin’, baby\n\n\nBoy, look at me in my face\nTell me that you’re not just about this bass\nYou really think I could be replaced\nNah, I come from outer space\nAnd I'm a classy girl, I'mma hold it up\nYou're full of something but it ain't love\nAnd what we got, straight overdue\nGo find somebody new\n\n\nYou can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny\nBut I smell her on your collar so goodbye-bye-bye, bye-bye-bye\n\n\nI know you're lyin'\nCause your lips are movin'\nTell me, do you think I'm dumb?\nI might be young, but I ain't stupid\nTalking around in circles with your tongue\nI gave you bass, you gave me sweet talk\nSaying how I’m your number one\nBut I know you lie\nCause your lips are movin\nBaby don't you know I'm done?\n\n\nIf your lips are movin, If your lips are movin\nIf your lips are movin, then you’re lyin’, lyin’, lyin’, baby\nIf your lips are movin, If your lips are movin\nIf your lips are movin, I said you’re lyin’, lyin’, lyin’, baby\n\n\nHey baby don't you bring them tears\nCause it's too late, too late baby\nYou only love me when you're here\nYou're so two-faced, two-faced babe\n\n\nYou can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny\nBut I smell her on your collar so goodbye-bye-bye, bye-bye-bye\n\n\nI know you're lyin'\nCause your lips are movin'\nTell me, do you think I'm dumb?\nI might be young, but I ain't stupid\nTalking around in circles with your tongue\nI gave you bass, you gave me sweet talk\nSaying how I’m your number one\nBut I know you lie\nCause your lips are movin\nBaby don't you know I'm done?\n\n\nIf your lips are movin, If your lips are movin\nIf your lips are movin, then you’re lyin’, lyin’, lyin’, baby\nIf your lips are movin, If your lips are movin\nIf your lips are movin, then you’re lyin’, lyin’, lyin’, baby\n\n\nI know you're lyin'\nCause your lips are movin'\nTell me, do you think I'm dumb?\nI might be young, but I ain't stupid\nTalking around in circles with your tongue\nI gave you bass, you gave me sweet talk\nSaying how I’m your number one\nBut I know you lie\nCause your lips are movin\nBaby don't you know I'm done?""]"
135,136,2015,36,Taylor Swift,Style,"['Taylor Swift', 'Style', '\nMidnight\nYou come and pick me up, no headlights\nLong drive\nCould end in burning flames or paradise\nFade into view, oh\nIt\'s been a while since I have even heard from you\n(Heard from you)\nAnd I should just tell you to leave, \'cause I\nKnow exactly where it leads, but I\nWatch us go \'round and \'round each time\n\n\nYou got that James Dean daydream look in your eye\nAnd I got that red lip classic thing that you like\nAnd when we go crashing down, we come back every time\n\'Cause we never go out of style, we never go out of style\nYou got that long hair, slicked back, white t-shirt\nAnd I got that good girl faith and a tight little skirt\nAnd when we go crashing down, we come back every time\n\'Cause we never go out of style, we never go out of style\n\n\nSo it goes\nHe can\'t keep his wild eyes on the road (mm)\nTakes me home\nThe lights are off, he\'s taking off his coat (mm, yeah)\nI say, ""I heard, oh\nThat you\'ve been out and about with some other girl""\nSome other girl\nHe says, ""What you heard is true, but I\nCan\'t stop thinking \'bout you, and I""\nI said, ""I\'ve been there too a few times""\n\n\n\'Cause you got that James Dean daydream look in your eye\nAnd I got that red lip classic thing that you like\nAnd when we go crashing down, we come back every time\n\'Cause we never go out of style, we never go out of style\nYou got that long hair, slicked back, white t-shirt\nAnd I got that good girl faith and a tight little skirt\n(A tight little skirt)\nAnd when we go crashing down, we come back every time\n\'Cause we never go out of style (we never go, we never go)\nWe never go out of style\n\n\nTake me home\nJust take me home\nYeah, just take me home\nOh-oh, whoa-oh, oh\n(Out of style)\n\n\nOh, you got that James Dean daydream look in your eye\nAnd I got that red lip classic thing that you like\nAnd when we go crashing down (and when we go)\nWe come back every time\n\'Cause we never go out of style, we never go out of style']"
136,137,2015,37,Pitbull & Ne-Yo,Time Of Our Lives,"['Pitbull & Ne-Yo', 'Time Of Our Lives', '\nI knew my rent was gon\' be late about a week ago\nI worked my ass off, but I still can\'t pay it though\nBut I got just enough\nTo get off in this club\nHave me a good time, before my time is up\nHey, let\'s get it now\n\n\nOooh!!  I want the time of my life\nOh baby, ooh...\nGive me the time of my life\nEh, eh, eh\nLet\'s get it now\n\n\nMr. Worldwide\nNe-yo\nThis is the last $20 I got\nBut I\'mma have a good time ballin\' or out\nTell the bartender, line up some shots\nCause I\'mma get loose tonight\nShe\'s on fire, she\'s so hot\nI\'m no liar, she burn up the spot\nLook like Mariah, I took another shot\nTold her drop, drop, drop, drop it like it\'s hot\nDirty talk, dirty dance\nShe a freaky girl and I\'m a freaky man\nShe on the rebound, broke up with her ex\nAnd I\'m like Rodman, ready on deck\nI told her, ""Wanna ride out?"", and she said yes\nWe didn\'t go to church, but I got blessed\n\n\nI knew my rent was gon\' be late about a week ago\nI worked my ass off, but I still can\'t pay it though\nBut I got just enough\nTo get off in this club\nHave me a good time, before my time is up\nHey, let\'s get it now\n\n\nOooh!!  I want the time of my life\nOh baby ooh give me the time of my life\nEh, eh, eh\nLet\'s get it now\n\n\nTonight I\'mma lose my mind\nBetter get yours cause I\'m gonna get mine\nParty every night, like my last\nMami know the drill, shake that ass\nGo ahead baby let me see what you got\nYou know you got the biggest booty in this spot\nAnd I just wanna see that thing drop\nFrom the back to the front to the top\nYou know me I\'m off in the cut\nAlways like a squirrel, looking for a nut\nThis isn\'t for show I\'m not talking \'bout luck\nI\'m not talking \'bout love, I\'m talking \'bout lust\nNow let\'s get loose, have some fun\nForget about bills and the first of the month\nIt\'s my night, your night, our night, let\'s turn it up\n\n\nI knew my rent was gon\' be late about a week ago\nI worked my ass off, but I still can\'t pay it though\nBut I got just enough\nTo get off in this club\nHave me a good time, before my time is up\nHey, let\'s get it now\n\n\nOooh!!  I want the time of my life\nOh baby ooh give me the time of my life\nEh, eh, eh\nLet\'s get it now\n\n\nEverybody goin\' through something\n(Everybody goin\' through something)\nI said, everybody goin\' through something\n(Everybody goin\' through something)\nSo you might as well you roll it up\nPour it up, drink it up, throw it up tonight\nI said, everybody goin\' through something\n(Everybody goin\' through something)\nSaid, everybody goin\' through something\n(Everybody goin\' through something)\nSo you might as well you roll it up\nPour it up, drink it up, throw it up tonight, yeah...\n\n\nThis for everybody going through tough times\nBelieve me, been there, done that\nBut every day above ground is a great day, remember that—Dali!\n\n\nI knew my rent was gon\' be late about a week ago\nI worked my ass off, but I still can\'t pay it though\nBut I got just enough\nTo get off in this club\nHave me a good time, before my time is up\nHey, let\'s get it now\n\n\nOooh!!  I want the time of my life\nOh baby ooh give me the time of my life\nLet\'s get it now']"
137,138,2015,38,Shawn Mendes,Stitches,"['Shawn Mendes', 'Stitches', ""\n\n\nI thought that I've been hurt before\nBut no one's ever left me quite this sore\nYour words cut deeper than a knife\nNow I need someone to breathe me back to life\n\n\nGot a feeling that I'm going under\nBut I know that I'll make it out alive\nIf I quit calling you my lover\nMove on\n\n\nYou watch me bleed until I can't breathe, shaking\nFalling onto my knees\nAnd now that I'm without your kisses\nI'll be needing stitches\nTripping over myself, aching\nBegging you to come help\nAnd now that I'm without your kisses\nI'll be needing stitches\n\n\nJust like a moth drawn to a flame\nOh, you lured me in I couldn't sense the pain\nYour bitter heart, cold to the touch\nNow I'm gonna reap what I sow\nI'm left seeing red on my own\n\n\nGot a feeling that I'm going under\nBut I know that I'll make it out alive\nIf I quit calling you my lover\nMove on\n\n\nYou watch me bleed until I can't breathe, shaking\nFalling onto my knees\nAnd now that I'm without your kisses\nI'll be needing stitches\nTripping over myself, aching\nBegging you to come help\nAnd now that I'm without your kisses\nI'll be needing stitches\n\n\nNeedle and the thread, gotta get you out of my head\nNeedle and the thread, gonna wind up dead\nNeedle and the thread, gotta get you out of my head\nNeedle and the thread, gonna wind up dead\nNeedle and the thread, gotta get you out of my head\nNeedle and the thread, gonna wind up dead\nNeedle and the thread, gotta get you out of my head\nGet you out of my head\n\n\nYou watch me bleed until I can't breathe, shaking\nFalling onto my knees\nAnd now that I'm without your kisses\nI'll be needing stitches\nTripping over myself, aching\nBegging you to come help\nAnd now that I'm without your kisses\nI'll be needing stitches\n\n\nNow that I'm without your kisses\nI'll be needing stitches\nNow that I'm without your kisses\nI'll be needing stitches""]"
