,artist_id,artist,song,lyrics,year
399,282,Rihanna & Eminem,The Monster,"
I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy


I wanted the fame but not the cover of Newsweek
Oh well, guess beggars can't be choosey
Wanted to receive attention for my music
Wanted to be left alone in public, excuse me
For wantin' my cake, and eat it too, and wantin' it both ways
Fame made me a balloon ‘cause my ego inflated
When I blew, see, but it was confusing
‘Cause all I wanted to do's be the Bruce Lee of loose leaf
Abused ink, used it as a tool when I blew steam
Whoo! Hit the lottery, ooh-wee
But with what I gave up to get it was bittersweet
It was like winnin' a used mink
Ironic ‘cause I think I'm gettin' so huge I need a shrink
I'm beginnin' to lose sleep: one sheep, two sheep
Goin' coo-coo and kooky as Kool Keith
But I'm actually weirder than you think, ‘cause I'm—


I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)


Now, I ain't much of a poet
But I know somebody once told me to seize the moment
And don't squander it ‘cause you never know when it all
Could be over tomorrow, so I keep conjurin'
Sometimes I wonder where these thoughts spawn from
Yeah, ponderin'll do you wonders
No wonder you're losin' your mind, the way it wanders
Yodel-odel-ay-hee-hoo! I think it went wanderin' off down yonder
And stumbled onto Jeff VanVonderen
‘Cause I need an interventionist
To intervene between me and this monster
And save me from myself and all this conflict
‘Cause the very thing that I love's killin' me and I can't conquer it
My OCD's conkin' me in the head, keep knockin'
Nobody's home, I'm sleepwalkin'
I'm just relayin' what the voice in my head's sayin'
Don't shoot the messenger, I'm just friends with the—


I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)


Call me crazy, but I have this vision, one day that
I'll walk amongst you a regular civilian
But until then, drums get killed and
I'm comin' straight at MC's, blood gets spilled and
I'll take you back to the days that I'd get on a Dre track
Give every kid who got played that pumped-up feelin'
And shit to say back to the kids who played him
I ain't here to save the fuckin' children
But if one kid out of a hundred million
Who are goin' through a struggle, feels it and relates, that's great!
It's payback, Russell Wilson fallin' way back
In the draft, turn nothin' into somethin', still can make that
Straw into gold, chump, I will spin—Rumpelstiltskin in a haystack
Maybe I need a straightjacket
Face facts: I am nuts for real, but I'm okay with that!
It's nothin', I'm still friends with the—


I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy


I'm friends with the monster that's under my bed
(Get along with) Get along with the voices inside of my head
(You're tryin' to) You're tryin' to save me, stop holdin' your breath
(And you think) And you think I'm crazy, yeah, you think I'm crazy
Well, that's nothin'


(Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)",2014
400,283,"Rihanna, Kanye West & Paul McCartney",FourFiveSeconds,"
I think I've had enough
I might get a little drunk
I say what's on my mind
I might do a little time
'Cause all of my kindness
Is taken for weakness


Now I'm four, five seconds from wildin'
And we got three more days 'til Friday
I'm just tryna make it back home by Monday mornin'
I swear I wish somebody would tell me
Ooh, that's all I want


Woke up an optimist
Sun was shinin', I'm positive
We can run
Then I heard you was talkin' trash
I'm on a mystery
Hold me back, I'm 'bout to spaz


Yeah, 'bout four, five seconds from wildin'
And we got three more days ‘til Friday
I’m tryna make it back home by Monday mornin'
I swear I wish somebody would try me
Ooh, that’s all I want


And I know that you're up tonight
Thinkin', ""How could I be so selfish?""
But you called 'bout a thousand times
Wondering where I've been

Now I know that you're up tonight
Thinkin', ""How could I be so reckless?""
But I just can't apologize
I hope you can understand, yeah


If I go to jail tonight
Promise you'll pay my bail
See they want to buy my pride
But that just ain't up for sale
See all of my kindness (mhm)
Is taken for weakness


Now I'm four, five seconds from wildin'
And we got three more days 'til Friday
I'm tryna make it back home by Monday mornin'
I swear I wish somebody would tell me
Ooh, that's all I want

Four, five seconds from wildin'
And we got three more days 'til Friday
Just tryna make it back home by Monday mornin'
I swear I wish somebody would tell me
'Cause that's all I want

",2015
401,284,Rixton,Me & My Broken Heart,"
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart


Yeah...
Shotgun, aimed at my heart, you got one
Tear me apart and then some
How do we call this love (Woah-oh-oh-oh)
I try to run away but your eyes
Tell me to stay, oh why
Why do we call this love? (Woah-oh-oh-oh)


It seems like we've been losing control
Somebody tell me I'm not alone
When I say


All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart


Ah, maybe some part of you just hates me
You pick me up and play me
How do we call this love? (Woah-oh-oh-oh)
One time, tell me you need me tonight
To make it easy, you lie
And say it's all for love (Woah-oh-oh-oh)


It seems like we've been losing control
Somebody tell me I'm not alone
When I say


All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart


Woah, woah
Me and my broken heart
Woah, woah
Me and my broken
Yeah, yeah, yeah
Me and my broken
Yeah, yeah, yeah
How do we call this?
It's just me
It's just me
It's just me
Me and my broken heart


All I need's a little love in my life (Baby)
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart",2014
402,285,Robin Schulz & Francesco Yates,Sugar,"
Ooh, ooh, ooh
Oh, baby!
Ooh, ooh, hey


Ah, she got cherry lips, angel eyes
She knows exactly how to tantalize
She's out to get you, danger by design
Cold-blooded vixen, she don't compromise


She's somethin' mystical in colored lights
So far from typical, but take my advice
Before you play with fire, do think twice
And if you get burned, don't be surprised


Got me lifted, drifted higher than the ceilin'
Oh, baby, it's the ultimate feelin'
You got me lifted, feelin' so gifted
Sugar, how you get so fly?


Sugar, how you get so fly?
Oh, sugar, how you get so fly?
Oh, sugar, sugar, how you get so fly?
Oh, sugar, how you get so fly?


Oh, Sweet-talkin' lady, love how you entice
Sugar with just the right amount of spice
Charmin', allurin', everyone's desire
She's out to get you – you can't run, you can't hide


She's somethin' mystical in colored lights
I say, so far from typical, but take my advice
Before you play with fire, do think twice
And if you get burned, well, baby, don't you be surprised


Got me lifted, drifted higher than the ceilin'
Oh, baby, it's the ultimate feelin'
You got me lifted, feelin' so gifted
Sugar how you get so fly?


So fly, oh, hey
Oh, babe
Yeah, hey


Sugar, how you get so fly?
Oh, sugar, how you get so fly?
So, sugar, sugar, how you get so fly?
But you won't get me tonight


Got me lifted, drifted higher than the ceilin'
Oh, baby, it's the ultimate feelin' (I couldn't feel)
You got me lifted, feelin' so gifted
Sugar, how you get so fly?


Sugar, how you get so fly? (oh, so fly, oh, so fly)
Oh, sugar, how you get so fly? (oh, so fly, oh, so fly)
So, sugar, sugar, how you get so fly? (oh, so fly, oh, so fly)
Oh, sugar, how you get so fly? (hey!)",2015
403,285,Robin Schulz & Francesco Yates,Sugar,"
Ooh, ooh, ooh
Oh, baby!
Ooh, ooh, hey


Ah, she got cherry lips, angel eyes
She knows exactly how to tantalize
She's out to get you, danger by design
Cold-blooded vixen, she don't compromise


She's somethin' mystical in colored lights
So far from typical, but take my advice
Before you play with fire, do think twice
And if you get burned, don't be surprised


Got me lifted, drifted higher than the ceilin'
Oh, baby, it's the ultimate feelin'
You got me lifted, feelin' so gifted
Sugar, how you get so fly?


Sugar, how you get so fly?
Oh, sugar, how you get so fly?
Oh, sugar, sugar, how you get so fly?
Oh, sugar, how you get so fly?


Oh, Sweet-talkin' lady, love how you entice
Sugar with just the right amount of spice
Charmin', allurin', everyone's desire
She's out to get you – you can't run, you can't hide


She's somethin' mystical in colored lights
I say, so far from typical, but take my advice
Before you play with fire, do think twice
And if you get burned, well, baby, don't you be surprised


Got me lifted, drifted higher than the ceilin'
Oh, baby, it's the ultimate feelin'
You got me lifted, feelin' so gifted
Sugar how you get so fly?


So fly, oh, hey
Oh, babe
Yeah, hey


Sugar, how you get so fly?
Oh, sugar, how you get so fly?
So, sugar, sugar, how you get so fly?
But you won't get me tonight


Got me lifted, drifted higher than the ceilin'
Oh, baby, it's the ultimate feelin' (I couldn't feel)
You got me lifted, feelin' so gifted
Sugar, how you get so fly?


Sugar, how you get so fly? (oh, so fly, oh, so fly)
Oh, sugar, how you get so fly? (oh, so fly, oh, so fly)
So, sugar, sugar, how you get so fly? (oh, so fly, oh, so fly)
Oh, sugar, how you get so fly? (hey!)",2016
404,286,Robin Schulz & James Blunt,Ok,"
I really need you
I really need your love right now
I'm fading fast
Not gonna last
I'm really stupid
I'm burning up, I'm going down
I'm in it bad
Don't even ask


When I found myself in the middle, in the middle, in the middle
Could you love me more, just a little, just a little
Overcomplicate when it's simple, when it's simple, when it's simple
Would you love me more, just a little


So tell me now
When every star falls from the sky
And every last heart in the world breaks
Oh hold me now
When every ship is going down
I don't fear nothing when I hear you say


It's gonna be okay
It's gonna be okay
It's gonna be okay
It's gonna be okay


I'm really sorry
Sorry I dragged you into this
I overthink, that's all it is
The way you love me
The way you love me 'til the end
The way you love me
Oh yeah, it makes me king again


When I found myself in the middle, in the middle, in the middle
Could you love me more, just a little, just a little
Overcomplicate when it's simple, when it's simple, when it's simple
Would you love me more, just a little


So tell me now
When every star falls from the sky
And every last heart in the world breaks
Oh hold me now
When every ship is going down
I don't fear nothing when I hear you say


It's gonna be okay
It's gonna be okay
It's gonna be okay
It's gonna be okay


It's gonna be okay
It's gonna be okay
It's gonna be okay
It's gonna be okay


It's gonna be okay
It's gonna be okay
It's gonna be okay
It's gonna be okay
It's gonna be okay


When every star falls from the sky
And every last heart in the world breaks
It's gonna be okay
When every ship is going down
I don't fear nothing when I hear you say
It's gonna be okay",2017
405,287,"Robin Thicke, T.I. & Pharrell Williams",Blurred Lines,"
Everybody get up, WOO!
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey


If you can't hear what I'm trying to say
If you can't read from the same page
Maybe I'm going deaf
Maybe I'm going blind
Maybe I'm out of my mind


Ok, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature
Just let me liberate you
You don't need no papers
That man is not your maker
And that's why I'm gon' take a


Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted
I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me


What do they make dreams for
When you got them jeans on
What do we need steam for
You the hottest bitch in this place
I feel so lucky, you wanna hug me
What rhymes with hug me?
Hey!


Ok, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature
Just let me liberate you
You don't need no papers
That man is not your maker
And that's why I'm gon' take a


Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted
I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me


Hustle Gang Homie
One thing I ask of you
Lemme be the one you back that ass up to
From Malibu to Paris, boo
Had a bitch, but she ain't bad as you
So, hit me up when you pass through
I'll give you something big enough to tear your ass in two
Swag on 'em even when you dress casual
I mean, it's almost unbearable
In a hundred years not dare would I
Pull a Pharcyde, let you pass me by
Nothin' like your last guy, he too square for you
He don't smack that ass and pull your hair like that
So I'm just watching and waitin'
For you to salute the true big pimpin'
Not many women can refuse this pimping
I'm a nice guy, but don't get confused, this pimpin'


Shake your rump
Get down, get up-a
Do it like it hurt, like it hurt
What you don't like work
Hey!


Baby, can you breathe
I got this from Jamaica
It always works for me
Dakota to Decatur
No more pretending
Cause now you're winning
Here's our beginning
I always wanted a


Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted
I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me


Everybody get up
Everybody get up
Everybody get up
Hey, Hey, Hey
Hey, Hey, Hey
Hey, Hey, Hey


Everybody get up, WOO!
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey",2014
406,288,Route 94 & Jess Glynne,My Love,"

My love, my love
My love, my love
My love, my love
My love, my love

My love and my touch
Up above, made with the warmth of my
My love and my touch
Up above, made with the warmth of my
My love, my love
My love, my love
Love
Love

My love, my love
My love, my love
My love, my love
My love, my love

My love and my touch
Up above, made with the warmth of my
My love and my touch
Up above, made with the warmth of my

My love, my love
My love, my love
My love, my love
My love
Love
Love

My love, my love
My love, my love",2014
407,289,"Rudimental, Jess Glynne, Macklemore & Dan Caplen",These Days,"
I know you moved onto someone new
Hope life is beautiful
You were the light for me to find my truth
I just wanna say, thank you


Leaving to find my soul
Told her I had to go
And I know it ain't pretty
When our hearts get broke
Too young to feel this old
Watching us both turn cold
Oh, I know it ain't pretty
When two hearts get broke
Yeah, I know it ain't pretty
When two hearts get broke


I hope someday we'll sit down together
And laugh with each other about these days, these days
All our troubles, we'll lay to rest and
We'll wish we could come back to these days, these days


Oh, I know, I know
Oh, I know, I know
Oh, I know, I know
These days, these days
Oh, I know, I know
Oh, I know, I know
Oh, I know, I know
These days, these days


Three years of ups and downs
Nothing to show for it now
And I know it ain't pretty when the fire burns out
Calling me when I'm drunk, remind me of what I've done
And I know it ain't pretty when you're trying to move on, yeah


I hope someday we'll sit down together
And laugh with each other about these days, these days
All our troubles, we'll lay to rest and
We'll wish we could come back to these days, these days


Oh, I know, I know
Oh, I know, I know
Oh, I know, I know
These days, these days
Oh, I know, I know
Oh, I know, I know
Oh, I know, I know
To these days, these days, oh


Cigarettes in the ashtray
Reminiscing on those past days
I thought you’d end up with my last name
But that changed
And I travelled around the world
Think where you living at now?
I heard you moved to Austin
Got an apartment and settled down
And every once in a while, I start texting
Write a paragraph, but then I delete the message
Think about you like a past time
I could cry you a river, get you baptized or
I wasn't ready to act right
Used to always think I'd get you back, right
They say that things fall apart
We were gonna move to Brooklyn
You were gonna study art
Love is just a tool
To remind us who we are
And that we are not alone
When we're walking in the dark


I hope someday we'll sit down together
And laugh with each other about these days, these days
All our troubles, we'll lay to rest and
We'll wish we could come back to these days, these days


We'll wish we could come back to these days, these days",2018
408,290,Ruth B,Lost Boy,"
There was a time when I was alone
Nowhere to go and no place to call home
My only friend was the man in the Moon
And even sometimes he would go away too
Then one night, as I closed my eyes
I saw a shadow flying high
He came to me with the sweetest smile
Told me he wanted to talk for a while
He said, ""Peter Pan that's what they call me
I promise that you'll never be lonely""
And ever since that day...


I am a Lost Boy from Neverland
Usually hanging out with Peter Pan and
And when we're bored we play in the woods
Always on the run from Captain Hook
""Run, run Lost Boy,"" they say to me
Away from all of reality
Neverland is home to Lost Boys like me
And Lost Boys like me are free
Neverland is home to Lost Boys like me
And Lost Boys like me are free


He sprinkled me in pixie dust and told me to believe
Believe in him and believe in me
Together we will fly away in a cloud of green
To your beautiful destiny
As we soared above the town that never loved me
I realized I finally had a family
Soon enough we reached Neverland
Peacefully my feet hit the sand
And ever since that day...


I am a Lost Boy from Neverland
Usually hanging out with Peter Pan and
And when we're bored we play in the woods
Always on the run from Captain Hook
""Run, run Lost Boy,"" they say to me
Away from all of reality
Neverland is home to Lost Boys like me
And Lost Boys like me are free
Neverland is home to Lost Boys like me
And Lost Boys like me are free


Peter Pan, Tinker Bell, Wendy Darling
Even Captain Hook, you are my perfect storybook
Neverland, I love you so, you are now my home sweet home
Forever a Lost Boy at last
Peter Pan, Tinker Bell, Wendy Darling
Even Captain Hook, you are my perfect storybook
Neverland, I love you so, you are now my home sweet home
Forever a Lost Boy at last
And for always I will say...


I am a Lost Boy from Neverland
Usually hanging out with Peter Pan and
And when we're bored we play in the Woods
Always on the run from Captain Hook
""Run, run Lost Boy,"" they say to me
Away from all of reality
Neverland is home to Lost Boys like me
And Lost Boys like me are free
Neverland is home to Lost Boys like me
And Lost Boys like me are free",2016
409,291,Sam Hunt,Take Your Time,"
I don't know if you were looking at me or not
You probably smile like that all the time
And I don't mean to bother you but
I couldn't just walk by
And not say hi
And I know your name
Cause everybody in here knows your name
And you're not looking for anything right now
So I don't wanna come on strong
Don't get me wrong
Your eyes are so intimidating
My heart is pounding but
It's just a conversation
No girl I'm not wasted
You don't know me
I don't know you but I want to


I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just want to take your time
I don't wanna wreck your Friday
I ain't gonna waste my lines
I don't have to take your heart
I just wanna take your time


And I know it starts with hello
And the next thing you know you're try to be nice
And some guys getting too close
Trying to pick you up
Trying to get you drunk
And I'm sure one of your friends is about to come over here
Cause she's supposed to save you from random guys
That talk too much and wanna stay too long
It's the same old song and dance but I think you know it well
You could've rolled your eyes
Told me to go to hell
Could've walked away
But you're still here
And I'm still here
Come on let's see where it goes


I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just wanna take your time
I don't have to meet your mother
We don't have to cross that line
I don't wanna steal your covers
I just wanna take your time


I don't wanna go home with you
I just wanna be alone with you


I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just wanna take your time
I don't wanna blow your phone up
I just wanna blow your mind
I don't have to take your heart
I just wanna take your time
No, I ain't gotta call you baby
And I ain't gotta call you mine
I don't have to take your heart
I just wanna take your time",2015
410,291,Sam Hunt,Body Like A Back Road,"
Got a girl from the south side, got braids in her hair
First time I seen her walk by, man I 'bout fell up out my chair
Had to get her number, it took me like six weeks
Now me and her go way back like Cadillac seats


Body like a back road, drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30, I ain't in no hurry
I'ma take it slow just as fast as I can


The way she fit in them blue jeans, she don't need no belt
But I can turn them inside out, I don't need no help
Got hips like honey, so thick and so sweet, man
It ain't no curves like hers on them downtown streets


Body like a back road, drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30, I ain't in no hurry
I'ma take it slow just as fast as I can


We're out here in the boondocks
With the breeze and the birds
Tangled up in the tall grass
With my lips on hers
On a highway to heaven
Headed south of her smile mmm
Get there when we get there
Every inch is a mile


Body like a back road, drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30, I ain't in no hurry
I'ma take it slow just as fast as I can


I'ma take it slow
Just as fast as I can
Body like a back road
Drivin' with my eyes closed
I know every curve like the back of my hand
Got braids in her hair",2017
411,292,Sam Smith,Stay With Me,"
Guess it's true, I'm not good at a one-night stand
But I still need love 'cause I'm just a man
These nights never seem to go to plan
I don't want you to leave, will you hold my hand?


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me


Why am I so emotional?
No, it's not a good look, gain some self-control
And deep down I know this never works
But you can lay with me so it doesn't hurt


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me
Oooh, oooh
Oooh, oooh


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me",2014
412,292,Sam Smith,I'm Not The Only One,"


You and me, we made a vow
For better or for worse
I can't believe you let me down
But the proof's in the way it hurts
For months on end I've had my doubts
Denying every tear
I wish this would be over now
But I know that I still need you here


You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one


You've been so unavailable
Now, sadly, I know why
Your heart is unobtainable
Even though Lord knows you kept mine


You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one


I have loved you for many years
Maybe I am just not enough
You've made me realise my deepest fear
By lying and tearing us up


You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one


I know I'm not the only one
I know I'm not the only one
And I know, and I know, and I know, and I know, and I know, and I know, know
I know I'm not the only one",2014
413,292,Sam Smith,Money On My Mind,"
When I signed my deal
I felt pressure don't want to see the numbers
I want to see heaven
You say could you write a song for me?
I say I'm sorry I won't do that happily


When I go home, I tend to close the door
I never wanted more, so sing with me, can't you see?


I don't have money on my mind
Money on my mind
I do it for, I do it for the love
I don't have money on my mind
Money on my mind
I do it for, I do it for the love


I do it for the love
I do it for the love


Please don't get me wrong, I wanna keep it moving
I know what that requires, I'm not foolish
Please can you, make this work for me?
'Cause I am not a puppet, I will work against your strings


When I go home, I tend to close the door
I never wanted more, so sing with me, can't you see?


I don't have money on my mind
Money on my mind
I do it for, I do it for the love
I don't have money on my mind
Money on my mind
I do it for, I do it for the love


I do it for the love
I do it for the love


When the sun will set
Don't you afraid
No, I have no money on my mind
No money on my mind
No money on my mind
No, I have no money on my mind
Just love
When the sun will set
Don't you afraid
No, I have no money on my mind
No money on my mind
No money on my mind
No, I have no money on my mind
Just love


Money on my mind
Money on my mind
I do it for, I do it for the love
I don't have money on my mind
Money on my mind
I do it for, I do it for the love


I do it for the love
I do it for the love",2014
414,292,Sam Smith,I'm Not The Only One,"


You and me, we made a vow
For better or for worse
I can't believe you let me down
But the proof's in the way it hurts
For months on end I've had my doubts
Denying every tear
I wish this would be over now
But I know that I still need you here


You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one


You've been so unavailable
Now, sadly, I know why
Your heart is unobtainable
Even though Lord knows you kept mine


You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one


I have loved you for many years
Maybe I am just not enough
You've made me realise my deepest fear
By lying and tearing us up


You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one


I know I'm not the only one
I know I'm not the only one
And I know, and I know, and I know, and I know, and I know, and I know, know
I know I'm not the only one",2015
415,292,Sam Smith,Stay With Me,"
Guess it's true, I'm not good at a one-night stand
But I still need love 'cause I'm just a man
These nights never seem to go to plan
I don't want you to leave, will you hold my hand?


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me


Why am I so emotional?
No, it's not a good look, gain some self-control
And deep down I know this never works
But you can lay with me so it doesn't hurt


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me
Oooh, oooh
Oooh, oooh


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me",2015
416,292,Sam Smith,Lay Me Down,"
Yes I do, I believe
That one day I will be where I was
Right there, right next to you
And it's hard, the days just seem so dark
The moon, the stars are nothing without you
Your touch, your skin, where do I begin?
No words can explain the way I'm missing you
Deny this emptiness, this hole that I'm inside
These tears, they tell their own story


Told me not to cry when you were gone
But the feeling's overwhelming, it's much too strong


Can I lay by your side, next to you, you?
And make sure you're alright
I'll take care of you
I don't want to be here if I can't be with you tonight


I'm reaching out to you
Can you hear my call?
This hurt that I've been through
I'm missing you, missing you like crazy


You told me not to cry when you were gone
But the feeling's overwhelming, it's much too strong


Can I lay by your side, next to you, you?
And make sure you're alright
I'll take care of you
I don't want to be here if I can't be with you tonight


Lay me down tonight, lay me by your side
Lay me down tonight, lay me by your side
Can I lay by your side, next to you, you",2015
417,292,Sam Smith,Too Good At Goodbyes,"
You must think that I'm stupid
You must think that I'm a fool
You must think that I'm new to this
But I have seen this all before


I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt


But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true


I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
(I'm way too good at goodbyes)


I know you're thinkin' I'm heartless
I know you're thinkin' I'm cold
I'm just protectin' my innocence
I'm just protectin' my soul


I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt


But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less l love you
Baby, we don't stand a chance, it's sad but it's true


I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
(I'm way too good at goodbyes)
No way that you'll see me cry
(No way that you'll see me cry)
I'm way too good at goodbyes
(I'm way too good at goodbyes)


No
No, no, no, no, no
(I'm way too good at goodbyes)
No, no, no, no
No, no, no
(I'm way too good at goodbyes)
(No way that you'll see me cry)
Ahhh
(I'm way too good at goodbyes)


'Cause every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true
I'm way too good at goodbyes",2017
418,293,Selena Gomez,Hands To Myself,"
Can't keep my hands to myself
No matter how hard I'm trying to
I want you all to myself
You're metaphorical gin and juice

So come on give me a taste
Of what it’s like to be next to you
Won't let one drop go to waste
You're metaphorical gin and juice


Cause all of the downs and the uppers
Keep making love to each other
And I'm trying, trying, I'm trying, trying
All of the downs and the uppers
Keep making love to each other
And I'm trying, trying, I'm trying, but I


Can't keep my hands to myself
My hands to myself
Can't keep my hands to myself
My hands to myself


The doctors say you're no good
But people say what they wanna say
And you should know if I could
I'd breathe you in every single day


All of the downs and the uppers
Keep making love to each other
And I'm trying, trying, I'm trying, trying
All of the downs and the uppers
Keep making love to each other
And I'm trying, trying, I'm trying, but I


Can't keep my hands to myself
My hands to myself
Can't keep my hands to myself
My hands to myself


Can't keep my hands to myself
I want it all, no, nothing else
Can't keep my hands to myself
Give me your all and nothing else
Oh, I, I want it all
I want it all, I want it all
Can't keep my hands to myself
I mean I could, but why would I want to?


My hands to myself
Can't keep my hands to myself
My hands to myself
Can't keep my hands to myself
I want it all, no, nothing else
Can't keep my hands to myself
Give me your all and nothing else
Can't keep my hands to myself


",2016
