,Unnamed: 0,year,position,artist,song,lyrics
134,135,2015,35,Meghan Trainor,Lips Are Movin,"
If your lips are movin, If your lips are movin
If your lips are movin, then you’re lyin’, lyin’, lyin’, baby
If your lips are movin, If your lips are movin
If your lips are movin, I said you’re lyin’, lyin’, lyin’, baby


Boy, look at me in my face
Tell me that you’re not just about this bass
You really think I could be replaced
Nah, I come from outer space
And I'm a classy girl, I'mma hold it up
You're full of something but it ain't love
And what we got, straight overdue
Go find somebody new


You can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny
But I smell her on your collar so goodbye-bye-bye, bye-bye-bye


I know you're lyin'
Cause your lips are movin'
Tell me, do you think I'm dumb?
I might be young, but I ain't stupid
Talking around in circles with your tongue
I gave you bass, you gave me sweet talk
Saying how I’m your number one
But I know you lie
Cause your lips are movin
Baby don't you know I'm done?


If your lips are movin, If your lips are movin
If your lips are movin, then you’re lyin’, lyin’, lyin’, baby
If your lips are movin, If your lips are movin
If your lips are movin, I said you’re lyin’, lyin’, lyin’, baby


Hey baby don't you bring them tears
Cause it's too late, too late baby
You only love me when you're here
You're so two-faced, two-faced babe


You can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny
But I smell her on your collar so goodbye-bye-bye, bye-bye-bye


I know you're lyin'
Cause your lips are movin'
Tell me, do you think I'm dumb?
I might be young, but I ain't stupid
Talking around in circles with your tongue
I gave you bass, you gave me sweet talk
Saying how I’m your number one
But I know you lie
Cause your lips are movin
Baby don't you know I'm done?


If your lips are movin, If your lips are movin
If your lips are movin, then you’re lyin’, lyin’, lyin’, baby
If your lips are movin, If your lips are movin
If your lips are movin, then you’re lyin’, lyin’, lyin’, baby


I know you're lyin'
Cause your lips are movin'
Tell me, do you think I'm dumb?
I might be young, but I ain't stupid
Talking around in circles with your tongue
I gave you bass, you gave me sweet talk
Saying how I’m your number one
But I know you lie
Cause your lips are movin
Baby don't you know I'm done?"
135,136,2015,36,Taylor Swift,Style,"
Midnight
You come and pick me up, no headlights
Long drive
Could end in burning flames or paradise
Fade into view, oh
It's been a while since I have even heard from you
(Heard from you)
And I should just tell you to leave, 'cause I
Know exactly where it leads, but I
Watch us go 'round and 'round each time


You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white t-shirt
And I got that good girl faith and a tight little skirt
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style


So it goes
He can't keep his wild eyes on the road (mm)
Takes me home
The lights are off, he's taking off his coat (mm, yeah)
I say, ""I heard, oh
That you've been out and about with some other girl""
Some other girl
He says, ""What you heard is true, but I
Can't stop thinking 'bout you, and I""
I said, ""I've been there too a few times""


'Cause you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white t-shirt
And I got that good girl faith and a tight little skirt
(A tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (we never go, we never go)
We never go out of style


Take me home
Just take me home
Yeah, just take me home
Oh-oh, whoa-oh, oh
(Out of style)


Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down (and when we go)
We come back every time
'Cause we never go out of style, we never go out of style"
136,137,2015,37,Pitbull & Ne-Yo,Time Of Our Lives,"
I knew my rent was gon' be late about a week ago
I worked my ass off, but I still can't pay it though
But I got just enough
To get off in this club
Have me a good time, before my time is up
Hey, let's get it now


Oooh!!  I want the time of my life
Oh baby, ooh...
Give me the time of my life
Eh, eh, eh
Let's get it now


Mr. Worldwide
Ne-yo
This is the last $20 I got
But I'mma have a good time ballin' or out
Tell the bartender, line up some shots
Cause I'mma get loose tonight
She's on fire, she's so hot
I'm no liar, she burn up the spot
Look like Mariah, I took another shot
Told her drop, drop, drop, drop it like it's hot
Dirty talk, dirty dance
She a freaky girl and I'm a freaky man
She on the rebound, broke up with her ex
And I'm like Rodman, ready on deck
I told her, ""Wanna ride out?"", and she said yes
We didn't go to church, but I got blessed


I knew my rent was gon' be late about a week ago
I worked my ass off, but I still can't pay it though
But I got just enough
To get off in this club
Have me a good time, before my time is up
Hey, let's get it now


Oooh!!  I want the time of my life
Oh baby ooh give me the time of my life
Eh, eh, eh
Let's get it now


Tonight I'mma lose my mind
Better get yours cause I'm gonna get mine
Party every night, like my last
Mami know the drill, shake that ass
Go ahead baby let me see what you got
You know you got the biggest booty in this spot
And I just wanna see that thing drop
From the back to the front to the top
You know me I'm off in the cut
Always like a squirrel, looking for a nut
This isn't for show I'm not talking 'bout luck
I'm not talking 'bout love, I'm talking 'bout lust
Now let's get loose, have some fun
Forget about bills and the first of the month
It's my night, your night, our night, let's turn it up


I knew my rent was gon' be late about a week ago
I worked my ass off, but I still can't pay it though
But I got just enough
To get off in this club
Have me a good time, before my time is up
Hey, let's get it now


Oooh!!  I want the time of my life
Oh baby ooh give me the time of my life
Eh, eh, eh
Let's get it now


Everybody goin' through something
(Everybody goin' through something)
I said, everybody goin' through something
(Everybody goin' through something)
So you might as well you roll it up
Pour it up, drink it up, throw it up tonight
I said, everybody goin' through something
(Everybody goin' through something)
Said, everybody goin' through something
(Everybody goin' through something)
So you might as well you roll it up
Pour it up, drink it up, throw it up tonight, yeah...


This for everybody going through tough times
Believe me, been there, done that
But every day above ground is a great day, remember that—Dali!


I knew my rent was gon' be late about a week ago
I worked my ass off, but I still can't pay it though
But I got just enough
To get off in this club
Have me a good time, before my time is up
Hey, let's get it now


Oooh!!  I want the time of my life
Oh baby ooh give me the time of my life
Let's get it now"
137,138,2015,38,Shawn Mendes,Stitches,"


I thought that I've been hurt before
But no one's ever left me quite this sore
Your words cut deeper than a knife
Now I need someone to breathe me back to life


Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on


You watch me bleed until I can't breathe, shaking
Falling onto my knees
And now that I'm without your kisses
I'll be needing stitches
Tripping over myself, aching
Begging you to come help
And now that I'm without your kisses
I'll be needing stitches


Just like a moth drawn to a flame
Oh, you lured me in I couldn't sense the pain
Your bitter heart, cold to the touch
Now I'm gonna reap what I sow
I'm left seeing red on my own


Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on


You watch me bleed until I can't breathe, shaking
Falling onto my knees
And now that I'm without your kisses
I'll be needing stitches
Tripping over myself, aching
Begging you to come help
And now that I'm without your kisses
I'll be needing stitches


Needle and the thread, gotta get you out of my head
Needle and the thread, gonna wind up dead
Needle and the thread, gotta get you out of my head
Needle and the thread, gonna wind up dead
Needle and the thread, gotta get you out of my head
Needle and the thread, gonna wind up dead
Needle and the thread, gotta get you out of my head
Get you out of my head


You watch me bleed until I can't breathe, shaking
Falling onto my knees
And now that I'm without your kisses
I'll be needing stitches
Tripping over myself, aching
Begging you to come help
And now that I'm without your kisses
I'll be needing stitches


Now that I'm without your kisses
I'll be needing stitches
Now that I'm without your kisses
I'll be needing stitches"
138,139,2015,39,Fetty Wap & Remy Boyz,679,"


Yeaaah baby, 17
(RemyBoy Lifestyle)
Ay, ay, look


Baby girl, you're so damn fine, though
I'm tryna know if I could hit it from behind, though
I'm sipping on you like some fine wine, though
And when it's over, I press rewind though, ayy
You talking bands, girl, I got it
Benjamins all in my pocket
I traded in my Trues for some Robins
He playing Batman, Fetty's gon' rob him, ayy
I got a Glock in my 'Rari, ayy
17 shots, no .38
I got a Glock in my 'Rari
17 shots, no .38


I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ayy, yeaaah baby


Uh, yeah, Monty
Tell me what you see
Is it money or it’s me?
I smoke twenty, smell the weed
I got hunnies in my V
They like, ""Monty, can you be my baby daddy?""
I’m like, ""Yeah""
I got Robins on my jeans
You see the wings on every pair
All you see is Remy Boyz
You know my niggas everywhere
And if somebody got a problem
We could meet up anywhere
Now go say something
Don’t you niggas play dumb
You know where we came from
You don’t want sauce, no A1


I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ayy, yeaaah baby


Ayy, they think they know us
They can't control us
Man, I got this sewed up
Remy Boyz, they know us
679, this is Zoo year, baby
Monty and the Zoovier, baby
ZooGang, all my zoo near, baby, yeah, baby
A thousand on my shoes when I walk through, baby
10.5 for a walkthrough, baby
ZooGang, you know my whole zoo near
And baby, I'm Zoovier


Ayy, she a cutie and she fine, make me wanna make her mine
She ain't nothing like them bimbos
If you like it, we can swerve, we can light and stain up here
Blowing, pluck it out the window
We get playing, press rewind, got her singing every time
Take a high note for me, girlfriend
Got my city looking rude
I ain't Diddy, I ain't Loon, but I think I need a girlfriend
She feeling great as I'm talking to her
She a RemyGirl, so I'm gon' pursue her
I brought a lot of loud, lot of Remy to sip on
Thousand dollars when I get my tip on
I'm off her, asked her if her fatty real
She said that's all her, got her with the happy feel
I'm 'bout to spoil her, got her with the happy feel
I'm 'bout to spoil her, oh my


I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
Just to see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ayy, yeaaah baby


ZooWap, Monty
ZooWap, Dicey
Yeaah baby, Remy Boyz
Yeaah, yeaaah"
139,140,2015,40,Felix Jaehn & Jasmine Thompson,Ain't Nobody (Loves Me Better),"


Captured effortlessly
That's the way it was
Happened so naturally
I did not know it was love
The next thing I felt was you
Holding me close
What was I gonna do?
I let myself go


And now we're flyin' through the stars
I hope this night will last forever
Oh-whoa-oh-oh


Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you


I've been waitin' for you
It's been so long
I knew just what I would do
When I heard your song
You filled my heart with a kiss
Ya gave me freedom
You knew I could not resist
I needed someone


And now we're flyin' through the stars
I hope this night will last forever
Oh-woah-oh-oh


Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you


I make my wish upon a star
And hope this night will last forever
I make my wish upon a star
And hope this night will last forever


Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you


At first you put your arms around me
Then you put your charms around me
We stare into each other's eyes
And what we see is no surprise
Got a feeling most would treasure
And a love so deep we cannot measure


Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you
Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you"
140,141,2015,41,Adele,Hello,"
Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet


There's such a difference between us
And a million miles


Hello from the other side
I must've called a thousand times
To tell you, I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least, I can say that I've tried
To tell you, I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore


Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?


It's no secret that the both of us
Are running out of time


So hello from the other side
I must've called a thousand times
To tell you, I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least, I can say that I've tried
To tell you, I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore


(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore


Hello from the other side
I must've called a thousand times
To tell you, I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least, I can say that I've tried
To tell you, I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore


"
141,142,2015,42,Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness),"
I know you moved on
I heard you're doing better without me
Girl this is driving me crazy
Can't you see what you're doing to me
She let go
She killed me when she said it was over
Now I'm in the middle of nowhere
And got no space to breathe


I'm missing you baby
Up all night going crazy
Now my angel can't save me
Oh no
I'm missing you baby
Up all night going crazy
Drinking my pain away


Girl I'm not with you
You're not with me
And I don't like the way this feels
Esto no me gusta
Esto no me gusta
Girl I'm not with you
You're not with me
And I don't like the way this feels
Esto no me gusta
Esto no me gusta


Can't take the pain
Can't take the hurt
I wish that I could turn back time and say I love you
I'd do anything to make it work, oh
'Cause even through the times they tried to hate on us
The only thing that mattered to me was our love
Never will I stop, I'll never get enough


I'm missing you baby
Up all night going crazy
Now my angel can't save me
Oh no
I'm missing you baby
Up all night going crazy
Drinking my pain away


Girl I'm not with you
You're not with me
And I don't like the way this feels
Esto no me gusta
Esto no me gusta
Girl I'm not with you
You're not with me
And I don't like the way this feels
Esto no me gusta
Esto no me gusta


I know they say that you're moving on
But I'm begging you please don't go
No, I don't wanna let you go, oh no
Yeah you know that I want you back
Baby I love you to the max
From here to the moon and back


Girl I'm not with you
You're not with me
And I don't like the way this feels
Esto no me gusta
Esto no me gusta
Girl I'm not with you
You're not with me
And I don't like the way this feels
Esto no me gusta
Esto no me gusta


Dicen que no sabe lo que tiene
Hasta que lo pierde pero
Vale la pena luchar por lo que uno quiere
Y hacer el intento
N.I.C.K
Nicky Jam
Enrique Iglesias
Haciendo historia
Saga White Black
Y te pido perdon"
142,143,2015,43,Sam Smith,Stay With Me,"
Guess it's true, I'm not good at a one-night stand
But I still need love 'cause I'm just a man
These nights never seem to go to plan
I don't want you to leave, will you hold my hand?


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me


Why am I so emotional?
No, it's not a good look, gain some self-control
And deep down I know this never works
But you can lay with me so it doesn't hurt


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me
Oooh, oooh
Oooh, oooh


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me


Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me"
143,144,2015,44,Sia,Chandelier,"
Party girls don't get hurt
Can't feel anything, when will I learn?
I push it down, push it down
I'm the one ""for a good time call""
Phone's blowin' up, ringin' my doorbell
I feel the love, feel the love


1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count


I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier


But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight


Sun is up, I'm a mess
Gotta get out now, gotta run from this
Here comes the shame, here comes the shame


1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count


I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier


But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight


On for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight
'Cause I'm just holding on for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight"
144,145,2015,45,Rihanna,Bitch Better Have My Money,"
Yayo, yayo
Mula-la
Yayo


Bitch better have my money
Y'all should know me well enough
Bitch better have my money
Please don't call me on my bluff
Pay me what you owe me
Ballin' bigger than LeBron
Bitch, give me your money
Who y'all think y'all frontin' on?
Like bra, bra, bra


Louis XIII, and it's all on me, nigga, you just bought a shot
Kamikaze, if you think that you gon' knock me off the top
Shit, your wife in the backseat of my brand new foreign car
Don't act like you forgot
I call the shots, shots, shots
Like bra, bra, bra
Pay me what you owe me, don't act like you forgot


Bitch better have my money
Bitch better have my money
Pay me what you owe me
Bitch better have my (bitch better have my)
Bitch better have my (bitch better have my)
Bitch better have my money


Turn up to Rihanna while the whole club fuckin' wasted
Every time I drop, I am the only thing y'all playin'
In a drop top, doin' hundred, y'all in my rearview mirror racin'
Where y'all at? Where y'all at? Where y'all at?
Like bra, bra, bra


Louis XIII, and it's all on me, nigga, you just bought a shot
Kamikaze, if you think that you gon' knock me off the top
Shit, your wife in the backseat of my brand new foreign car
Don't act like you forgot
I call the shots, shots, shots
Like bra, bra, bra
Pay me what you owe me, don't act like you forgot


Bitch better have my money
Bitch better have my money
Pay me what you owe me
Bitch better have my (bitch better have my)
Bitch better have my (bitch better have my)
Bitch better have my money
Bitch better have my money
Bitch better have my money
Pay me what you owe me
Bitch better have my (bitch better have my)
Bitch better have my (bitch better have my)
Bitch better have my money


Bitch better have my money
Bitch better have my money
Bitch, bitch, bitch better have my money
Yo, that bitch better have my money
Hold up
My money
Yo, my money
That bitch better have my money
Bitch better have my money

"
145,146,2015,46,Calvin Harris & Ellie Goulding,Outside,"
Look at what you've done
Stand still, fallin' away from me
When it takes so long
Fire's out, what do you want to be?


Now I'm holdin’ on
Myself was never enough for me
Gotta be so strong
There's a power in what you do
Now, every other day I'll be watching you


I'll show you what it feels like
Now I'm on the outside
We did everything right
Now I'm on the outside
I'll show you what it feels like
Now I'm on the outside
We did everything right
Now I'm on the outside


So you give me no reason
For me to stay close to you
Tell me what lovers do
How are we still breathing?
It's never for us to choose
I'll be the strength in you


Now I'm holdin’ on
Myself was never enough for me
Gotta be so strong
There's a power in what you do
Now, every other day I'll be watching you


I'll show you what it feels like
Now I'm on the outside
We did everything right
Now I'm on the outside
I'll show you what it feels like
Now I'm on the outside
We did everything right
Now I'm on the outside


I'll show you what it feels like
Now I'm on the outside
I'll show you what it feels like
Show you what it feels like
Now I'm on the outside
We did everything right
Now I'm on the outside"
146,147,2015,47,Omarion & Chris Brown & Jhene Aiko,Post To Be,"
Omarion (Breezy, eh)
And your chick, your chick
(Mustard on the beat, hoe)
Yeah


If your chick come close to me
She ain't going home when she post to be (no)
I'm getting money like I'm post to be
I'm getting money like I'm post to be
Ooh, all my niggas close to me (ooh)
And all them other niggas where they post to be
Ooh, the hoes go for me
Have your chick send a pic, like, ""Pose for me!""
Ooh, that's how it post to be (ahh, ahh, ahh, ahh)
Yeah, that's how it post to be
Ooh, yeah, that's how it post to be (ahh, ahh, ahh, ahh)
Everything good like it post to be


Pull up to the club and it go up (go up)
Make your girl fall in love when I show up (whoop, whoop)
It's not my fault she wanna know me (hey)
She told me you was just a homie (haha)
She came down like she knew me (hey)
Gave it up like a groupie (true)
And that's facts, no printer (no printer)
Cold nigga turn the summer to the winter
She saved me in her phone as ""Bestie""
But I had her screaming, ""Oh""
Yo' girl wasn't supposed to text me (nope)
You wanna know how I know what I know? (Hey)


If your chick come close to me
She ain't going home when she post to be (no) (aw, yeah)
I'm getting money like I'm post to be (yeah, yeah)
I'm getting money like I'm post to be
Ooh, all my niggas close to me
And all them other niggas where they post to be
Ooh, the hoes go for me
Have your chick send a pic, like, ""Pose for me!""
Ooh, that's how it post to be (ooh) (ahh, ahh, ahh, ahh)
Ooh, yeah, that's how it post to be (ooh)
Ooh, yeah, that's how it post to be (ooh) (ahh, ahh, ahh, ahh)
Everything good like it post to be (ooh)


Got your girl in my section, finna go up (go up)
A nigga smokin' loud, I'm 'bout to roll up (roll up)
She ain't never got high like this with a guy like this
Once she pop, tell her, ""Hol' up"" (hol' up)
Better believe she gon' leave with a real nigga
I dick her down, can't put it down like I do (like I do)
I get to bustin', no discussin', gotta deal with it
Team us, we ain't worried about you (oh)
Murder she wrote, yeah, yeah
When I hit it, I'ma kill it, I'ma get it like (get it)
Murder she wrote
You wanna know how I know what I know? (Oh)


If your dude come close to me
He gon' want to ride off in a Ghost with me (I'll make him do it)
I might let your boy chauffeur me
But he gotta eat the booty like groceries
But he gotta get rid of these hoes from me
I might have that nigga selling his soul for me
Ooh, that's how it post to be
If he wants me to expose the freak
Ooh, that's how it post to be
Ooh, that's how it post to be
Ooh, that's how it post to be
Everything good like it post to be, ooh


If your chick come close to me (if she come close to me)
She ain't going home when she post to be (oh, yeah) (hey, hey)
Oh yeah, I'm getting money like I'm post to be (post to be)
I'm getting money like I'm post to be (getting money)
Ooh, all my niggas close to me (all my niggas close to me)
And all them other niggas where they post to be (yeah, yeah, yeah)
Ooh, the hoes go for me
Have your chick send a pic, like, ""Pose for me!"" (ooh, girl)
Ooh, that's how it post to be (ooh, yeah) (ahh, ahh, ahh, ahh)
Yeah, that's how it post to be (ooh, woah)
Ooh, yeah, that's how it post to be (ooh, hey) (ahh, ahh, ahh, ahh)
Everything good like it post to be


She 'bout to ride out with me
And I don't even know her name (her name)
But I know that she your girl, yeah (your girl, your girl, yeah)
She chose up, are you mad or nah?
Bruh, don't be mad about it
These chicks be for everybody


Omarion (C. Breezy!)
I'll make him do it, I'll make him do it"
147,148,2015,48,Charlie Puth & Meghan Trainor,Marvin Gaye,"
Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on


We got this king-size to ourselves
Don't have to share with no one else
Don't keep your secrets to yourself
It's Kama Sutra show and tell, yeah


Woah-oh-oh-oh
There's lovin' in your eyes that pulls me closer
It's so subtle, I'm in trouble
But I'd love to be in trouble with you


Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
You've got to give it up to me
I'm screaming, ""Mercy, mercy, please!""
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on


And when you leave me all alone
I'm like a stray without a home
I'm like a dog without a bone
I just want you for my own
I got to have you, babe


Woah-oh-oh-oh
There's lovin' in your eyes that pulls me closer
It's so subtle, I'm in trouble
But I'd rather be in trouble with you


Let's Marvin Gaye and get it on
Ooh, baby, I got that healing that you want, yes
Like they say it in the songs
Until the dawn, let's Marvin Gaye and get it on


Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on, babe
You've got to give it up to me
I'm screaming, ""Mercy, mercy, please!""
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on, ooh"
148,149,2015,49,Kygo & Conrad,Firestone,"
I'm a flame, you're a fire
I'm the dark in need of light
When we touch, you inspire
Feel it changin' me tonight
Take me up, take me higher
There's a world not far from here
We can dance in desire
Or we can burn in love tonight


Our hearts are like firestones
And when they strike, we feel the love
Sparks will fly, they ignite our bones
And when they strike, we light up the world


Our hearts are like firestones
And when they strike, we feel the love
Sparks will fly, they ignite our bones
And when they strike, we light up the world
We light up the world


We light up the world
Whoa, oh
World
Whoa, oh
Firestone


I'm from X
You're from Y
Perfect strangers in the night
Here we are, come together
To the world we'll testify


Our hearts are like firestones
And when they strike, we feel the love
Sparks will fly, they ignite our bones
And when they strike, we light up the world


Our hearts are like firestones
And when they strike, we feel the love
Sparks will fly, they ignite our bones
And when they strike, we light up the world


We light up the world
We light up the word
Whoa, oh
World
Whoa, oh
Firestone"
149,150,2015,50,Natalie La Rose & Jeremih,Somebody,"
Come on
Natalie La Rose


I wanna rock with somebody
I wanna take shots with somebody
I wanna leave with somebody
And we ain't gonna tell nobody, we ain't gonna tell nobody


Walk in, everybody knows what's good
But some gonna hate, what's new?
We just do our thing, no time to waste
Always play it cool


And at the end of the night when the lights go out
Will we turn down? Oh no we won't
(We ain't never turnin' down, we ain't never turnin' down)
And when they try to make us leave
We turn and say we never going home
(And you know just what I wanna do)


I wanna rock with somebody
I wanna take shots with somebody
I wanna leave with somebody
And we ain't gotta tell nobody, we ain't gotta tell nobody


Walk in, everybody know what's good
We're our only plug
Bring us everything we think we need
Tonight is goin' up
Tonight is goin' up


And at the end of the night when the lights go out
Will we turn down? Oh no we won't
(We ain't never turnin' down, we ain't never turnin' down)
And when they try to make us leave
We turn and say we never going home
(And you know just what I wanna do)


I wanna rock with somebody
I wanna take shots with somebody
I wanna leave with somebody
And we ain't gotta tell nobody, we ain't gotta tell nobody


In the club like what
We be in the party in the club like what
And the club like
We be in the city going dumb like what
In the club like what
We be in the party in the club like what
We be in the city going dumb like what
We be in the party in the club like what


And at the end of the night when the lights go out
Will we turn down? Oh no we won't
(We ain't never turnin' down, we ain't never turnin' down)
And when they try to make us leave
We turn and say we never going home
(And you know just what I wanna do)


I wanna rock with somebody
I wanna take shots with somebody
I wanna leave with somebody
And we ain't gotta tell nobody, we ain't gotta tell nobody"
150,151,2015,51,Ariana Grande,One Last Time (Attends-moi),"
I was a liar, I gave into the fire
I know I should've fought it
At least I'm being honest
Feel like a failure 'cause I know that I failed you
I should've done you better
'Cause you don't want a liar

And I know, and I know, and I know
She gives you everything but boy, I couldn't give it to you


Mon amour, mon amour, mon amour
Sans toi, plus rien ne brille, plus aucun rêve ne me tient debout


So one last time
I need to be the one who takes you home
One more time
I promise after that, I'll let you go
Baby, I don't care if you got her in your heart
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home


Tout seul je dérive
Si de ta peau tu me prives
Les minutes sont des années
Quand le cœur se laisse aller
Viens, on recommence
On s'accorde une deuxième chance
Rattrapons le temps gâché
Arrêtons de nous cacher

Mon amour, mon amour, mon amour
J'pourrais changer d'avis mais tu resteras mon seul amour


And I know, and I know, and I know
That you got everything, but I got nothing here without you, baby


Oui, attends-moi
Si tu t'enfuis, je suis juste un fantôme (juste un fantôme)
Attends-moi
Sans toi, je suis sans vie, sans idéaux
Je sais qu'on ne peut jamais remonter le temps
Pourquoi ne pas s'apprendre à s'aimer au présent ?
Attends-moi
Si tu t'enfuis, je suis juste un fantôme


I know I should've fought it
At least I'm being honest, yeah...
But stay with me a minute
I swear I'll make it worth it, yeah
'Cause I don't wanna be without you (oh...)

So one last time
I need to be the one who takes you home (who takes you home, babe!)
One more time (oh yeah)
I promise after that, I'll let you go (I promise that, I'll let you go)
Baby, I don't care if you got her in your heart, babe
All I really care is you wake up in my arms, oh!
One last time
I need to be the one who takes you home, yeah (ooh!)


Attends-moi
Si tu t'enfuis, je suis juste un fantôme"
